俳句,作者,季語,季節,出典,前書,評言,評者,備考
甲斐信濃呑みつくしたる谷若葉,伊藤翠,若葉,夏,,,,,
裁断す紅き椿の咲く今宵,伊藤翠,椿,春,,,,,
ふるさとは五指にふれたる盆の月,伊藤翠,盆の月,秋,,,,,
ひび割れし油彩のごとき秋の昼,伊藤翠,秋の昼,秋,,,,,
落鮎やダム満々と雲の色,伊藤翠,落鮎,秋,,,,,
植田原畦に立つ父遥かなり,岩崎順子,植田,夏,,,,,
梅雨夕焼遥かなるもの思ひをり,岩崎順子,梅雨,夏,,,,,
山鉾を組みし縄目の美しき,岩崎順子,祇園祭,夏,,,,,
母に似る夫の横顔盆支度,岩崎順子,盆用意,秋,,,,,
雨粒を零さずに萩揺れをりぬ,岩崎順子,萩,秋,,,,,
吾を置きて老いゆく夫や薄氷,上原富子,薄氷,春,,,,,
水温み棒となりたる母の五指,上原富子,水温む,春,,,,,
町なかに知らぬ街現れ花水木,上原富子,花水木,夏,,,,,
草引くといふ空想の時間かな,上原富子,草取,夏,,,,,
山道のぬたばのごとし弟切草,上原富子,弟切草,秋,,,,,
退院や虹立つ空より鳥語降る,内山寿子,虹,夏,,,,,
用水のたそがれ永し通し鴨,内山寿子,通し鴨,夏,,,,,
日照雨過ぎ緑鮮烈麦畑,内山寿子,麦,夏,,,,,
花茣蓙に娘の体温の残りゐる,内山寿子,花茣蓙,夏,,,,,
教会に集ひし信者に汗の香す,内山寿子,汗,夏,,,,,
ぼやを焚く火の盛んなり母は亡し,太田継子,炭,冬,,,,,
あかね雲ひねもす吹雪奥信濃,太田継子,吹雪,冬,,,,,
雪深き夜や竹やぶの静かなり,太田継子,雪,冬,,,,,
吹き上る大地を雪が抑へをり,太田継子,雪,冬,,,,,
立向ふこと試さるる寒の入,太田継子,寒の入,冬,,,,,
雪降るやソファーに掛けて熊の皮,大野今朝子,雪,冬,,,,,
結の衆にけとばし鍋の煮ゆるなり,大野今朝子,さくら鍋,冬,,,,,
船長の髭の手入れやイースター,大野今朝子,復活祭,春,,,,,
湯上りの嬰秤りをる雛の前,大野今朝子,雛祭,春,,,,,
霾や地を這ふ熊に鞣皮,大野今朝子,黄砂,春,,,,,
屋形船揃へて春の大堰川,大野百子,春,春,,,,,
常念岳の風に湧きくる赤とんぼ,大野百子,赤蜻蛉,秋,,,,,
滑らかに動く手話の手秋澄めり,大野百子,秋澄む,秋,,,,,
秋の月木蔭は闇を従へて,大野百子,月,秋,,,,,
加賀初冬足裏楽しむ甃,大野百子,初冬,冬,,,,,
己が幹痛め桜は満開に,小口理市,桜,春,,,,,
余生とはいへどもバレンタインの日,小口理市,バレンタインデー,春,,,,,
苔清水去り忘れものせし心地,小口理市,清水,夏,,,,,
父の日や子牛にぢつと見つめられ,小口理市,父の日,夏,,,,,
豚の子の重なり合へる良夜かな,小口理市,良夜,秋,,,,,
中庭に孔雀雪解の夜なりけり,折井眞琴,雪解,春,,,,,
桜咲く水の流るるさまにかな,折井眞琴,桜,春,,,,,
はるか来てはるかへ歩むなめくぢり,折井眞琴,蛞蝓,夏,,,,,
蚊柱の月の柱を建てゐたる,折井眞琴,蚊,夏,,,,,
野火消すに叩くな撫でよ宥めよと,折井眞琴,野焼く,春,,,,,
登山者は刻を惜しまず大花野,勝山美津子,花野,秋,,,,,
猛り啼く葭切に背を押されけり,勝山美津子,葭切,夏,,,,,
筒鳥や三河木綿の織られゆく,勝山美津子,筒鳥,夏,,,,,
ねんごろに馬洗はるる朱夏の糶,勝山美津子,牛馬冷す,夏,,,,,
駒鳥の声近々と宮参り,勝山美津子,駒鳥,夏,,,,,
孕猫ピアノ演奏聴いてゐる,柄澤徳治,猫の恋,春,,,,,
若葉してぐらりと上る熱気球,柄澤徳治,若葉,夏,,,,,
ダリの絵の卵の中よ大花野,柄澤徳治,花野,秋,,,,,
灯台は母のまなこよ冬の鳥,柄澤徳治,冬の鳥,冬,,,,,
小春日や鳩は首から歩きだす,柄澤徳治,小春日,冬,,,,,
初夢の母は指から糸出して,河西志帆,初夢,新年,,,,,
冬の田の二人の男一緒に帰る,河西志帆,冬田,冬,,,,,
井守家守きみを守ると言われても,河西志帆,ゐもり,夏,,,,,
春の蛇舟が見たいと思っている,河西志帆,春,春,,,,,
錆釘のいきなり曲るから寒い,河西志帆,寒し,冬,,,,,
雪来るか垂直に刺す畳針,北村風居,雪,冬,,,,,
濡れ肌の女の像や碌山忌,北村風居,碌山忌,春,,,,,
おー蟻よ列なしてもう働くか,北村風居,蟻,夏,,,,,
猫柳不倫の恋を許しをり,北村風居,猫柳,春,,,,,
佐久長茄子長野丸茄子夫婦和し,北村風居,茄子,夏,,,,,
啓蟄や埴輪と同じ装身具,久根美和子,啓蟄,春,,,,,
千手仏崩るるごとく蘆焼かれ,久根美和子,蘆焼く,春,,,,,
忘るるといふ優しさやかき氷,久根美和子,氷水,夏,,,,,
虫絶えし夜の講座に鉱山史,久根美和子,虫,秋,,,,,
探梅や耳の火照りを言ひ合へり,久根美和子,探梅,冬,,,,,
東京大学安田講堂猫の恋,窪田英治,猫の恋,春,,,,,
春遅々とゲルニカの灯に色なきよ,窪田英治,遅春,春,,,,,
火の色に翼塗られて梅雨の鳥,窪田英治,梅雨,夏,,,,,
否応もなく猿麻桛吊り下がる,窪田英治,猿麻桛,夏,,,,,
萍紅葉流れゆく夢持ちつづけ,窪田英治,水草紅葉,秋,,,,,
高音のドが毀れたの芽木の風,窪田せつこ,木の芽,春,,,,,
石の上置かれたやうに赤とんぼ,窪田せつこ,赤蜻蛉,秋,,,,,
冬始め二重ロックの一つ開け,窪田せつこ,立冬,冬,,,,,
十二月小さなドラマ大きくす,窪田せつこ,十二月,冬,,,,,
朧なり働きづめの進化論,窪田せつこ,朧,春,,,,,
閻魔さま出かけて居りぬ雪地獄,佐藤文子,雪,冬,,,,,
春の海筋肉質の夫婦岩,佐藤文子,春の海,春,,,,,
ゆるゆるとゆるゆる蛇に巻かれけり,佐藤文子,蛇,夏,,,,,
筆おろす硯の海へ春満月,佐藤文子,春の月,春,,,,,
秋ざくらままごと遊びに父の無く,佐藤文子,コスモス,秋,,,,,
おでん酒女主の若すぎる,塩野入月遊,おでん,冬,,,,,
伐る伐らぬ境杉の木花粉症,塩野入月遊,花粉症,春,,,,,
散るまでは見せぬ生様冬桜,塩野入月遊,冬桜,冬,,,,,
酌んで寢て眞赤なうその初日記,塩野入月遊,初日記,新年,,,,,
蛇穴を出る信号青になる,塩野入月遊,蛇穴を出づ,春,,,,,
雪囲い解く公園のガッツポーズ,嶋﨑陽子,雪囲,冬,,,,,
緑陰のベンチ男と缶コーヒー,嶋﨑陽子,緑蔭,夏,,,,,
夏帽に程よき釘や亡母の家,嶋﨑陽子,夏帽子,夏,,,,,
独・仏の此處が国境ぶどう畑,嶋﨑陽子,葡萄,秋,,,,,
托す一票えんぴつ一本天高し,嶋﨑陽子,秋高し,秋,,,,,
無人駅カイロは腰に日は西に,清水恵子,懐炉,冬,,,,,
雛祭トホホな私の三色ゼリー,清水恵子,雛祭,春,,,,,
夏つばめ翼から風生まれくる,清水恵子,夏燕,夏,,,,,
幸せはココアの湯気と猫じゃらし,清水恵子,狗尾草,秋,,,,,
雪合戦する子の目にも殺意あり,清水恵子,雪遊び,冬,,,,,
太陽が春のイルカの群れ濡らす,清水睦子,春,春,,,,,
噴火口にもつとも近き若緑,清水睦子,若緑,春,,,,,
木曽桟めまとひの疾く慕ひくる,清水睦子,蠛蠓,夏,,,,,
巌が船つと押し出せる大晦日,清水睦子,大晦日,冬,,,,,
春支度橋の向うへ郵便車,清水睦子,年用意,冬,,,,,
鬼やらひ隣家の鬼をかくまへり,下田幼和,追儺,冬,,,,,
春の風邪あの世の門は自動ドア,下田幼和,春の風邪,春,,,,,
なすがままなれどしたたか赤海月,下田幼和,海月,夏,,,,,
拾ひたる手袋のまだ脈打てり,下田幼和,手袋,冬,,,,,
木枯にピカソの青を塗られけり,下田幼和,凩,冬,,,,,
潮に枯れ木木日を仰ぎ岬なす,城取信平,枯木,冬,,,,,
人の上に人をおかずと芦枯るる,城取信平,枯蘆,冬,,,,,
満月と約束をして芭蕉枯れ,城取信平,枯芭蕉,冬,,,,,
犀・象の初夢なれば明日もまた,城取信平,初夢,新年,,,,,
少子化進み元日の河岸茫茫,城取信平,元日,新年,,,,,
秣食む音の響ける冬はじめ,鈴木恵美子,初冬,冬,,,,,
敦盛の笛聴きたかり寒鴉,鈴木恵美子,寒鴉,冬,,,,,
寒風に吊し干せる河豚の皮,鈴木恵美子,河豚,冬,,,,,
欠伸する狸の貎をとくと見て,鈴木恵美子,狸,冬,,,,,
晩白柚どこに置きても落ち着かず,鈴木恵美子,晩白柚,秋,,,,,
剪定枝積みをる駝鳥小屋の前,曽根原幾子,剪定,春,,,,,
雪消をせむと杜氏の帰りたり,曽根原幾子,雪,冬,,,,,
星々に倣ひて梅を並べ干す,曽根原幾子,梅干,夏,,,,,
面輪板老いの日月の淡くすぐ,曽根原幾子,面輪板,秋,,,,,
年内正月父亡き家に落ちつかず,曽根原幾子,正月,新年,,,,,
コンサート日和やひつじぐさ紅葉,田口彌生,草紅葉,秋,,,,,
豊の秋調律に鳴るチェンバロも,田口彌生,豊年,秋,,,,,
百のパルティータは百の葡萄の香,田口彌生,葡萄,秋,,,,,
瞑り聴きをればかまきりえんがはに,田口彌生,蟷螂,秋,,,,,
栗鼠のやうな頬ぶくろ欲り十月は,田口彌生,十月,秋,,,,,
花蕊の茶碗酒にも村歌舞伎,千曲山人,花,春,,,,,
歌舞伎いま「頓兵衛の段」恋雀,千曲山人,鳥交る,春,,,,,
春や地芝居「矢口渡」の恋に沸く,千曲山人,春,春,,,,,
野次も出て校長が役者村芝居,千曲山人,地芝居,秋,,,,,
鶯の谷渡りいま地芝居果つ,千曲山人,鴬,春,,,,,
花大根沖に明るき空の穴,堤保徳,花大根,春,,,,,
葉桜や子規の病歴略年譜,堤保徳,葉桜,夏,,,,,
よく飛ぶよイーハトーブの鳳仙花,堤保徳,鳳仙花,秋,,,,,
沖待のタンカー秋の灯となりぬ,堤保徳,秋の燈,秋,,,,,
鶏頭や湯を満々と馬盥,堤保徳,鶏頭,秋,,,,,
海鼠切つて太古の水をあふれしむ,仲寒蟬,海鼠,冬,,,,,
鳥たちに空闌けてゆく仏生会,仲寒蟬,仏生会,春,,,,,
夏めくや箸もて食らふスパゲテイ,仲寒蟬,夏めく,夏,,,,,
あめんぼに是非来てほしい洗面器,仲寒蟬,水馬,夏,,,,,
桐一葉山河も欠伸したからう,仲寒蟬,桐一葉,秋,,,,,
ごまめ噛む隙だらけなる夫の顔,長﨑玲子,田作,新年,,,,,
子規に律ゴッホにテオや小鳥来る,長﨑玲子,渡り鳥,秋,,,,,
秋深し菓子の木型の鳥や花,長﨑玲子,秋深し,秋,,,,,
わが部屋の匂ひに鈍くゐて寒夜,長﨑玲子,冬の夜,冬,,,,,
見詰めゐて星増えゆけり午祭,長﨑玲子,初午,春,,,,,
東京の空のみんみん山頭火,中澤康人,蟬,夏,,,,,
楸邨に近づく時間朴の花,中澤康人,朴の花,夏,,,,,
青大将われらと同じ現住所,中澤康人,蛇,夏,,,,,
火星接近尾花の静止ありありと,中澤康人,芒,秋,,,,,
棒と棒がんじがらめに冬構,中澤康人,冬構,冬,,,,,
やわらかな風に溺れて糸柳,中原えつ美,柳,春,,,,,
草餅を食べて乳房の柔らかし,中原えつ美,草餅,春,,,,,
雨雲を追い詰めてゆく立葵,中原えつ美,葵,夏,,,,,
今日の恋叶い蜩風になる,中原えつ美,蜩,秋,,,,,
秋風や野守に為りし草の罠,中原えつ美,秋風,秋,,,,,
炎天へ積み上げていく親不孝,中村和代,炎天,夏,,,,,
櫨紅葉閻魔大王酔わせたり,中村和代,櫨紅葉,秋,,,,,
大花野ここは女神の通り道,中村和代,花野,秋,,,,,
火の山に降りてしまいし小白鳥,中村和代,白鳥,冬,,,,,
凍蝶の明日へ熱い息をかけ,中村和代,冬の蝶,冬,,,,,
列島の波あばらの骨を引いて返す,中村加津彦,無季,無季,,,,,
折り鶴ですみんな軍手をはずしている,中村加津彦,無季,無季,,,,,
八月十五日の青い山がある,中村加津彦,終戦記念日,秋,,,,,
滅びるしかない国を旅して晩夏,中村加津彦,晩夏,夏,,,,,
風葬その形見たまねぎを剥いている,中村加津彦,玉葱,夏,,,,,
銀杏散る明るくなりし空も地も,中山ひろ子,銀杏散る,秋,,,,,
歯科の椅子自在なりけり冬薔薇,中山ひろ子,冬薔薇,冬,,,,,
春めくや手にまろやかな川の石,中山ひろ子,春めく,春,,,,,
スーパーの出口入口桃の花,中山ひろ子,桃の花,春,,,,,
木の芽風アキレス腱をやはらかに,中山ひろ子,木の芽,春,,,,,
箏の音のさびさびとしてわさび茶屋,波多野寿子,山葵,春,,,,,
かごめかごめあの子も消える春霞,波多野寿子,春霞,春,,,,,
竹樋を来て新涼の水となる,波多野寿子,新涼,秋,,,,,
樹間より星のこぼるる雪の道,波多野寿子,雪,冬,,,,,
狐火や乱声のごと森ぞめく,波多野寿子,狐火,冬,,,,,
あんまり笑うから対角線に秋,早川里子,秋,秋,,,,,
風白し耳やわらかくしておこう,早川里子,無季,無季,,,,,
水ぐるまゆっくり廻る歯痛あり,早川里子,無季,無季,,,,,
死ぬまでは言うこと効かぬくすり指,早川里子,無季,無季,,,,,
行き先はもう決めている紙風船,早川里子,風船,春,,,,,
紙風船吹けば心もふくらめる,林照華,風船,春,,,,,
牧の牛濃霧（こぎり）を吸ひて山下りる,林照華,霧,秋,,,,,
たそがれや霧に融けゆく牛の声,林照華,霧,秋,,,,,
繋がれしふうせん風にどつと寄る,林照華,風船,春,,,,,
思ひつきり枝を落すや鬼城の忌,林照華,鬼城忌,秋,,,,,
枯蓮に柔らかき水ありにけり,原田宏子,枯蓮,冬,,,,,
波透くや貽貝びつしり育ちをり,原田宏子,貽貝,春,,,,,
垣繕ふや潮風のばりんばりん,原田宏子,垣繕ふ,春,,,,,
五月闇海の底ひにゐるごとし,原田宏子,五月闇,夏,,,,,
藁屋根に月の光のかさりとす,原田宏子,月,秋,,,,,
畑の塊春の力をこもらせて,坂内康花,春,春,,,,,
濃竜胆浅間山の力裾までも,坂内康花,竜胆,秋,,,,,
仙丈ヶ岳へ目玉くり出す銀やんま,坂内康花,蜻蛉,夏,,,,,
木の国は義仲育て木賊刈る,坂内康花,木賊刈る,秋,,,,,
冬木立翻し行く僧衣の黄,坂内康花,冬木,冬,,,,,
老いたるや散歩の犬も夏負けす,福岡重人,夏痩せ,夏,,,,,
魂抜けて人恋う眼差し捨て案山子,福岡重人,案山子,秋,,,,,
聞き役にときにはなりて林檎*剥く,福岡重人,林檎,秋,,,,,
動くともなく冬の蠅神妙に,福岡重人,冬の蠅,冬,,,,,
今日の無事明日への祈り原爆忌,福岡重人,原爆忌,夏,,,,,
蜂の巣のやうに根開けて橅の森,古川進,木の根開く,春,,,,,
